"Bug ID","Alias","Product","Component","Assignee","Status","Resolution","Summary","Changed","Priority","backlog","Blocks","Depends on","Whiteboard","Keywords"
1145460,,"DevTools","Debugger","nobody","NEW"," ---","Generate better object previews for FormData objects","2018-10-05 02:33:42"," --"," ---",,,"[polish-backlog]",
1145648,,"DevTools","Debugger","nobody","NEW"," ---","Breakpoint on an input event after clicking the arrows of a <input type=""number""> makes the page hang","2018-06-13 10:25:03"," --"," ---",,,,
1145747,,"DevTools","Debugger","nobody","NEW"," ---","Debugger step functions are sensitive to whitespace","2018-06-13 10:25:03"," --"," ---",,,,
1145752,,"DevTools","Debugger","nobody","NEW"," ---","Difficult to anticipate where debugger step functions will step to","2018-06-13 10:25:03"," --"," ---",,,,
1145843,,"DevTools","Debugger","nobody","NEW"," ---","Stop calling findScripts in onNewScript","2018-06-13 10:25:03"," --"," ---",,1145841,,
1146553,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] browser_dbg_tracing-03.js causes unsafe CPOW usage warnings","2018-06-13 10:25:03"," --"," ---",984139,,"[unsafe-cpow-usage]",
1147955,,"DevTools","Debugger","nobody","NEW"," ---","Link jquery-bound events to the user's code, not the jquery code in debugger panel","2019-05-03 17:42:03"," --"," ---",1074592,,"[platform-rel-jQuery]",
1148356,,"DevTools","Debugger","nobody","NEW"," ---","When sliding a line breakpoint on a non-sourcemapped source, only consider the innermost script.","2018-06-13 10:25:03"," --"," ---",1339970,,,
1149467,,"DevTools","Debugger","nobody","NEW"," ---","Provide a ""stop on every script"" feature","2018-09-21 09:09:04"," --"," ---",1493094,,,
1153644,,"DevTools","Debugger","nobody","NEW"," ---","Debugger not show scripts loaded before tool opened on resource:// pages","2018-06-13 10:25:03"," --"," ---",,,,
1154005,,"DevTools","Debugger","nobody","NEW"," ---","in-content pop-up that controls the debugger","2018-06-13 10:25:03"," --"," ---",,,,
1156531,,"DevTools","Debugger","nobody","NEW"," ---","""attached"" and ""resumed"" thread state names are confusing","2018-06-13 10:25:03"," --"," ---",,,,
1156535,,"DevTools","Debugger","nobody","NEW"," ---","Allow browser toolbox to remotely debug a different Firefox instance","2018-06-13 10:25:03"," --"," ---",,,,
1157816,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] in ilooping content script, unable to stop execution after continue","2018-06-13 10:25:03"," --"," ---",875871,,,
1157820,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] could the Debugger UI work for an ilooping content script before the 'Debug Script' button?","2018-06-13 10:25:03"," --"," ---",875871,,,
1157871,,"DevTools","Debugger","nobody","NEW"," ---","Switching to another window shouldn't collapse ""search scripts"" results","2018-06-13 10:25:03"," --"," ---",,,,
1160373,,"DevTools","Debugger","nobody","NEW"," ---","Annotate relevant tests for --tag devtools-debugger","2018-06-13 10:25:03"," --"," ---",,,,
1163537,,"DevTools","Debugger","nobody","NEW"," ---","Slow script warning for chrome URLs should allow opening chrome debugger or not show ""Debug Script"" option","2018-06-13 10:25:03"," --"," ---",,,,
1163854,,"DevTools","Debugger","nobody","NEW"," ---","Debugger can cause layout to be recursively entered","2018-06-13 10:25:03"," --"," ---",,,,
1164667,,"DevTools","Debugger","nobody","NEW"," ---","Browser debugger never hits for scripts in new windows after open","2018-06-13 10:25:03"," --"," ---",,,,
1167303,,"DevTools","Debugger","nobody","NEW"," ---","debugger's smart search shouldn't try parsing non-JS files as JS","2018-06-13 10:25:03"," --"," ---",,,,
1167415,,"DevTools","Debugger","nobody","NEW"," ---","Stop combining inline HTML sources into a single fake source","2018-09-05 15:04:37"," --"," ---",,,"[polish-backlog]",
1169466,,"DevTools","Debugger","nobody","NEW"," ---","Debugger pauses somewhere, but not on the only breakpoint i've set","2018-09-05 15:06:06"," --"," ---",,,,
1171174,,"DevTools","Debugger","nobody","NEW"," ---","Resuming debugger execution takes two clicks","2018-06-13 10:25:03"," --"," ---",,,,
1171326,,"DevTools","Debugger","nobody","NEW"," ---","Break on function name","2018-06-13 10:25:03"," --"," ---",,,,
1175042,,"DevTools","Debugger","nobody","NEW"," ---","Add auto-completion to breakpoints condition editor","2018-06-13 10:25:03"," --"," ---",,,,
1178027,,"DevTools","Debugger","nobody","NEW"," ---","Firefox caches scripts built with TypeScript even if caching is disabled","2018-06-13 10:25:03"," --"," ---",,,,
1178687,,"DevTools","Debugger","nobody","NEW"," ---","Show locations for unnamed eval sources consistently across tools","2018-06-13 10:25:03"," --"," ---",1177941,,,
1180427,,"DevTools","Debugger","nobody","NEW"," ---","Promise-backend.js registers an observer and never removes it","2018-06-13 10:25:03"," --"," ---",1180760,,,
1180838,,"DevTools","Debugger","nobody","NEW"," ---","Need to be able to re-start and debug initialization of a remote target","2018-06-13 10:25:03"," --"," ---",1179311,,,
1182564,,"DevTools","Debugger","nobody","NEW"," ---","No feedback from search when requested filename filter doesn't match","2018-10-05 02:33:46"," --"," ---",,,,
1186404,,"DevTools","Debugger","nobody","NEW"," ---","Prevent IonMonkey optimizing-away variables when devtools is open","2018-09-05 15:06:41"," --"," ---",,,,
1191191,,"DevTools","Debugger","nobody","NEW"," ---","Setting Javascript breakpoint in pretty-printed JS file within IFrame causes browser hang","2018-06-13 10:25:03"," --"," ---",1070862,,,"hang"
1191555,,"DevTools","Debugger","nobody","NEW"," ---","SourcesView.prototype.addSource and callees taking ~900ms","2018-10-05 02:34:04"," --"," ---",1084534,,,
1191802,,"DevTools","Debugger","nobody","NEW"," ---","Break on add-on","2018-06-13 10:25:03"," --"," ---",899054,,,
1197303,,"DevTools","Debugger","nobody","NEW"," ---","Autocomplete suggestions flicker every time I type a symbol in filter","2018-06-13 10:25:03"," --"," ---",,,"[polish-backlog]",
1199780,,"DevTools","Debugger","nobody","NEW"," ---","Stack traces point onload handlers to the first line of the document","2018-06-13 10:25:03"," --"," ---",,,,
1202507,,"DevTools","Debugger","nobody","NEW"," ---","Collapsing the panel with search results in Debugger by click on code area moves target element from under the mouse cursor","2018-06-13 10:25:03"," --"," ---",,,,
1204100,,"DevTools","Debugger","nobody","NEW"," ---","Debugging emscripten example breakpoints show no visual indication","2018-06-13 10:25:03"," --"," ---",,,,
1204138,,"DevTools","Debugger","nobody","NEW"," ---","Panel with search results in debugger collapses and shows again when I select text in search field","2018-06-13 10:25:03"," --"," ---",,,,
1204567,,"DevTools","Debugger","nobody","NEW"," ---","[debugger] Autocomplete suggestions for filter field are sometimes duplicated","2018-06-13 10:25:03"," --"," ---",,,,
1208183,,"DevTools","Debugger","nobody","NEW"," ---","Focused buttons in Debugger panel can't be pressed with Spacebar","2019-04-11 08:10:31"," --"," ---",1273211,,"[polish-backlog]","dupeme"
1209550,,"DevTools","Debugger","nobody","NEW"," ---","debugger doesn't show breakpoint line for break on exception","2018-06-13 10:25:03"," --"," ---",,,,
1210076,,"DevTools","Debugger","nobody","NEW"," ---","Clicking on a function created from the console after the debugger is activated is wrong","2018-06-13 10:25:03"," --"," ---",,,,
1210268,,"DevTools","Debugger","nobody","NEW"," ---","[non-e10s] Window becomes ""unresponsive"" if page gains focus the same moment code is paused at a breakpoint","2018-06-13 10:25:03"," --"," ---",,,,
1211035,,"DevTools","Debugger","nobody","NEW"," ---","Keep service workers alive while debugging","2018-06-13 10:25:03"," --"," ---",,,,
1211514,,"DevTools","Debugger","nobody","NEW"," ---","Debugger often doesn't show non-external sources","2018-06-13 10:25:03"," --"," ---",,,"[devtools-platform]",
1214326,,"DevTools","Debugger","nobody","NEW"," ---","Use Breadcrumb widget in debugger","2018-06-13 10:25:03"," --"," ---",1214202,1214325,,
1219045,,"DevTools","Debugger","nobody","NEW"," ---","conditional breakpoint text box should be a source editor instance","2018-06-13 10:25:03"," --"," ---",,,,
1221892,,"DevTools","Debugger","nobody","NEW"," ---","Extend the debugger protocol to get the matching service worker registration.","2018-06-13 10:25:03"," --"," ---",,"1218363, 1223766, 1227641, 1228046",,
1222208,,"DevTools","Debugger","nobody","NEW"," ---","Syntax highlighting cutoff point should be configurable via a pref","2018-06-13 10:25:03"," --"," ---",,,,
1224279,,"DevTools","Debugger","nobody","NEW"," ---","WebInspector Debugger is *not* invoked for events selected in Events tab","2018-06-13 10:25:03"," --"," ---",,,,
1224981,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] Pretty printing and syntax highlight don't work if JS file causes 302-response-redirect (debugger doesn't get Content-Type)","2018-06-13 10:25:03"," --"," ---","875871, 1070862, 1224654",,,
1226005,,"DevTools","Debugger","nobody","NEW"," ---","Implement RDP methods for searching JavaScript sources","2018-06-13 10:25:03"," --"," ---",1226007,,"[gaming-tools]",
1226007,,"DevTools","Debugger","nobody","NEW"," ---","Use RDP protocol to run a search across all files in the frontend","2018-06-13 10:25:03"," --"," ---",1229092,1226005,,
1226285,,"DevTools","Debugger","nobody","NEW"," ---","Extend the debugger protocol to obtain a ServiceWorkerActor from a given registration.","2018-06-13 10:25:03"," --"," ---",,"1220740, 1220741",,
1227317,,"DevTools","Debugger","nobody","NEW"," ---","Get rid of one of the `unsafeSynchronize` calls in `_addSource`","2018-06-13 10:25:03"," --"," ---",,,,
1227417,,"DevTools","Debugger","nobody","NEW"," ---","`setBreakpoint` RDP request returns an `actualLocation` field with a source instead of source actor","2018-06-13 10:25:03"," --"," ---",,,,
1227639,,"DevTools","Debugger","nobody","NEW"," ---","Worker debugger error reporting misses some cases","2019-05-03 02:34:24"," --"," ---",1003097,,,
1230246,,"DevTools","Debugger","nobody","NEW"," ---","Breakpoint does not remain on refresh within iframes, only on top level documents","2019-04-26 07:43:29"," --"," ---",1074182,,,
1232750,,"DevTools","Debugger","nobody","NEW"," ---","Find all places that do a parse of source file in debugger and make sure they don't try on very large JS files","2018-06-13 10:25:03"," --"," ---",1229092,1224726,,
1233332,,"DevTools","Debugger","nobody","NEW"," ---","Wrap unwrap icons in the gutter","2018-09-21 00:54:38"," --"," ---",1493094,,,
1233407,,"DevTools","Debugger","nobody","NEW"," ---","Add-on debugging: after halting at breakpoint, variables and callstack pane/list remain empty (addons, extensions)","2018-06-13 10:25:03"," --"," ---",899054,,,
1234426,,"DevTools","Debugger","nobody","NEW"," ---","[Debugger] When Javascript is disabled, debugger panel is empty","2018-09-21 00:54:38"," --"," ---",1493094,,,
1234924,,"DevTools","Debugger","nobody","NEW"," ---","When linking to a debugger source, sources view should scroll source in view","2018-06-13 10:25:03"," --"," ---",,,,
1235356,,"DevTools","Debugger","nobody","NEW"," ---","Wish: enable / disable event listeners easily","2018-09-05 15:05:17"," --"," ---",,1238999,,
1237107,,"DevTools","Debugger","nobody","NEW"," ---","Paused warning glitches when breaking and jumping from inspector to debugger","2018-06-13 10:25:03"," --"," ---",,,,
1238104,,"DevTools","Debugger","nobody","NEW"," ---","Profile startup time and investigate optimizations","2018-06-13 10:25:03"," --"," ---",,,,
1238606,,"DevTools","Debugger","nobody","NEW"," ---","debugger server has wrong source contents for about:home page","2018-06-13 10:25:03"," --"," ---",,,,
1238745,,"DevTools","Debugger","nobody","NEW"," ---","Should set temporary BPs in generators so you can ""step over"" yields","2018-06-13 10:25:03"," --"," ---",,1238734,,
1238934,,"DevTools","Debugger","nobody","NEW"," ---","Debugger has no access to const-declared variables in this page","2018-06-13 10:25:03"," --"," ---",,,,
1239008,,"DevTools","Debugger","nobody","NEW"," ---","Change ChromeDebuggerActor to protocol.js","2018-06-13 10:25:03"," --"," ---",1037992,,,
1239064,,"DevTools","Debugger","nobody","NEW"," ---","Figure out how to add and use redux devtools panel","2018-06-13 10:25:03"," --"," ---",,,,
1239473,,"DevTools","Debugger","nobody","NEW"," ---","Stepping in debugger gets very slow with complex scripts and deep stacks","2018-10-05 03:50:00"," --"," ---",,,,
1240186,,"DevTools","Debugger","nobody","NEW"," ---","Scrolling performance in large JS files in the debugger","2018-06-13 10:25:03"," --"," ---",1229092,,"[gaming-tools]",
1243313,,"DevTools","Debugger","nobody","NEW"," ---","Do not localize ""Global"" scope type in debugger for consistency","2018-06-13 10:25:03"," --"," ---",,,"[good first bug]",
1247084,,"DevTools","Debugger","nobody","NEW"," ---","Actor methods and events about sources should move from ThreadActor to TabActor-ish parents","2018-06-13 10:25:03"," --"," ---",1402832,,,
1265823,,"DevTools","Debugger","nobody","NEW"," ---","Add a ""view sub-range"" view to large JS files?","2018-06-13 10:25:03"," --"," ---",,,,
1271627,,"DevTools","Debugger","nobody","NEW"," ---","Debugger: Text in variable popup cannot be selected and copied","2018-06-13 10:25:03"," --"," ---",,,,
1272115,,"DevTools","Debugger","nobody","NEW"," ---","scroll wheel does not work in some views","2018-06-13 10:25:03"," --"," ---",875871,,,
1325195,,"DevTools","Debugger","nobody","NEW"," ---","Worker debugging wrapper rules may not be workable","2019-04-18 08:16:07"," --"," ---",,,,
1327164,,"DevTools","Debugger","nobody","NEW"," ---","Debugger displays empty scripts as broken [0x80470002 (NS_BASE_STREAM_CLOSED)]","2018-06-13 10:25:03"," --"," ---",,,,
1327322,,"DevTools","Debugger","nobody","NEW"," ---","Debugger should select script and scroll line into view, when I click on a script in call stack/breadcrumbs","2019-04-11 08:09:11"," --"," ---",,,,"dupeme"
1327334,,"DevTools","Debugger","nobody","NEW"," ---","Debugger suddently stops when I open new url in tab","2018-06-13 10:25:03"," --"," ---",,,,
1327388,,"DevTools","Debugger","nobody","NEW"," ---","Debugger doesn't show anything when I switch between 2 cached pages","2018-06-13 10:25:03"," --"," ---",,,,
1327498,,"DevTools","Debugger","nobody","NEW"," ---","Firefox hangs and consumes 25% CPU if I black-box script in debugger and click Resume","2018-06-13 10:25:03"," --"," ---",,,,"hang"
1327678,,"DevTools","Debugger","nobody","NEW"," ---","After I (un)prettify script, debugger shows breakpoints at old lines, but they break in unexpected lines (lies about breakpoints)","2018-06-13 10:25:03"," --"," ---",,,"enhancement?",
1327695,,"DevTools","Debugger","nobody","NEW"," ---","Canvas requires page reload when it isn't necessary for it to function normally","2018-06-13 10:25:03"," --"," ---",,,,
1327700,,"DevTools","Debugger","nobody","NEW"," ---","Ctrl+C copies current source url to clipboard if item in ""Variables"" tab was focused","2018-06-13 10:25:03"," --"," ---",,,,
1327704,,"DevTools","Debugger","nobody","NEW"," ---","Debugger brings some confusion in the way it shows/handles breakpoints of the same event in different scripts","2018-06-13 10:25:03"," --"," ---",,,,
1327705,,"DevTools","Debugger","nobody","NEW"," ---","Debugger can't prettify scripts from sourcemap","2018-06-13 10:25:03"," --"," ---",1339970,,,
1327706,,"DevTools","Debugger","nobody","NEW"," ---","Debugger doesn't consistently show search results if input contains uppercase characters","2018-06-13 10:25:03"," --"," ---",,,,
1327707,,"DevTools","Debugger","nobody","NEW"," ---","Debugger doesn't display source if it was loaded into an empty iframe [0x80470002 (NS_BASE_STREAM_CLOSED)]","2018-06-13 10:25:03"," --"," ---",,,,
1327708,,"DevTools","Debugger","nobody","NEW"," ---","Debugger doesn't display source if it was loaded via srcdoc in iframe [0x80004005 (NS_ERROR_FAILURE)] [0x80070057 (NS_ERROR_ILLEGAL_VALUE)]","2018-11-28 16:35:09"," --"," ---",,,,
1327709,,"DevTools","Debugger","nobody","NEW"," ---","Debugger doesn't prevents events in some cases","2018-06-13 10:25:03"," --"," ---",,,,
1327711,,"DevTools","Debugger","nobody","NEW"," ---","Debugger doesn't show source in a window.open on http://stewd.io/pong/ (Browser pong)","2018-06-13 10:25:03"," --"," ---",,,,
1327712,,"DevTools","Debugger","nobody","NEW"," ---","Debugger doesn't switch to correct script from inspector","2018-06-13 10:25:03"," --"," ---",,,,
1327714,,"DevTools","Debugger","nobody","NEW"," ---","Debugger randomly sets scroll position to newly loaded sources","2018-06-13 10:25:03"," --"," ---",,,,
1327715,,"DevTools","Debugger","nobody","NEW"," ---","Debugger suddently stops in black boxed script","2018-06-13 10:25:03"," --"," ---",,,,
1327720,,"DevTools","Debugger","nobody","NEW"," ---","Disabling auto Black Box reloads all scripts but keeps leaves them in black box","2018-06-13 10:25:03"," --"," ---","875034, 1032379",,,
1327728,,"DevTools","Debugger","nobody","NEW"," ---","Event listeners tooltip in inspector (in browser toolbox) doesn't switch to exact script and line in debugger","2018-06-13 10:25:03"," --"," ---",,,,
1327729,,"DevTools","Debugger","nobody","NEW"," ---","Exception disappears from variables tab when I [auto]prettify script","2018-06-13 10:25:03"," --"," ---",,,,
1327769,,"DevTools","Debugger","nobody","NEW"," ---","Search results in debugger are delayed and appear even after I change query in filter field","2018-06-13 10:25:03"," --"," ---",,,,
1327791,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] Debugger stops at two event handlers at the same time when I only choose one event","2018-06-13 10:25:03"," --"," ---",,,,
1341463,,"DevTools","Debugger","nobody","NEW"," ---","DevTools Debugger Panel re-fetches JavaScript and can show fake source, frustrating debugging","2018-06-13 10:25:03"," --"," ---",,,,
1343017,,"DevTools","Debugger","nobody","NEW"," ---","unpredictable behavior of ctrl+g to find next match in source open in debugger (different from Enter)","2018-06-13 10:25:03"," --"," ---",,,,
1348670,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_search-sources-03.js | There should be 3 items present in the sources container. - Got 1, expected 3","2018-06-13 10:25:03"," --"," ---",,,,"intermittent-failure"
1350596,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_auto-pretty-print-02.js | The source shouldn't be pretty printed yet. -","2018-06-13 10:25:03"," --"," ---",,,,"intermittent-failure"
1350807,,"DevTools","Debugger","nobody","NEW"," ---","[icloud notes] Opening debugger freezes the browser on www.icloud.com/#notes2/","2018-10-01 07:32:08"," --"," ---",1493094,,,
1351952,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg_keyboard-shortcuts.js | Test timed out -","2018-06-13 10:25:03"," --"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1352580,,"DevTools","Debugger","nobody","NEW"," ---","Debugger hover not shown at all if you're not inside a function","2018-06-13 10:25:03"," --"," ---",,,,
1354164,,"DevTools","Debugger","nobody","NEW"," ---","Move localized strings to /devtools/shared/locales","2018-06-13 10:25:03"," --"," ---",,,,
1356734,,"DevTools","Debugger","nobody","NEW"," ---","Don't open a debugger for browser.xul in the same window!","2018-06-13 10:25:03"," --"," ---",,,,
1361271,,"DevTools","Debugger","nobody","NEW"," ---","unminification of script not available when sourceMappingURL comment exists","2019-04-18 08:11:57"," --"," ---",1493094,,,
1363328,,"DevTools","Debugger","nobody","NEW"," ---","for-loop variable shown with wrong value in Debugger Scopes/Variables view","2018-06-13 10:25:03"," --"," ---",,,,
1364837,,"DevTools","Debugger","nobody","NEW"," ---","Wrong localization notes for sourceFooter.blackbox and sourceFooter.unblackbox","2018-06-13 10:25:03"," --"," ---",1354672,,,
1368569,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_worker-console-01.js | A promise chain failed to handle a rejection: [object Object] - rejection date: Mon May 29 2017 20:11:41 GMT+0000 (UTC) - stack: JS frame :: resource://gre/modules/Pro","2018-06-13 10:25:03"," --"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1369972,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_break-on-dom-06.js | A promise chain failed to handle a rejection: [object Object] - rejection date: Sat Jun 03 2017 04:04:11 GMT+0000 (UTC) - stack: JS frame :: resource://gre/modules/Promi","2018-06-13 10:25:03"," --"," ---",,,,"intermittent-failure"
1371918,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-chrome-create.js | Found an unexpected  at the end of test run -","2019-05-05 23:35:45"," --"," ---",,,,"intermittent-failure"
1373127,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_variables-view-popup-09.js | Test timed out -","2019-03-17 23:03:56"," --"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1380007,,"DevTools","Debugger","nobody","NEW"," ---","Some areas in the debugger can't be accessed with keyboard only","2018-06-13 10:25:03"," --"," ---",1294139,,,
1380642,,"DevTools","Debugger","nobody","NEW"," ---","Hide ordinals in wasm debugging","2018-06-13 10:25:03"," --"," ---",,,,
1380647,,"DevTools","Debugger","nobody","NEW"," ---","Show values of variables on mouse hover in wasm debugger","2018-06-13 10:25:03"," --"," ---",,,,
1380651,,"DevTools","Debugger","nobody","NEW"," ---","Resolve the implicit operand stack concept in Wasm debugging","2018-06-13 10:25:03"," --"," ---",,,,
1384675,,"DevTools","Debugger","nobody","NEW"," ---","Pretty print is offered but breaks on JS inlined inside an HTML doc [TypeError: lastToken is undefined  pretty-print-worker.js:535:1]","2018-06-13 10:25:03"," --"," ---",,,,
1388798,,"DevTools","Debugger","nobody","NEW"," ---","Source files are not accessible from the list view if the right hand pane is resized","2018-06-13 10:25:03"," --"," ---",1294139,,,
1389013,,"DevTools","Debugger","nobody","NEW"," ---","Source files are displayed outside the dropdown list view","2018-06-13 10:25:03"," --"," ---",1294139,,,
1389091,,"DevTools","Debugger","nobody","NEW"," ---","Search Bar results disappears when resizing Firefox's window","2018-06-13 10:25:03"," --"," ---",1294139,,,
1389522,,"DevTools","Debugger","nobody","NEW"," ---","Error message is displayed outside the search results panel","2018-06-13 10:25:03"," --"," ---",1294139,,,
1391240,,"DevTools","Debugger","nobody","NEW"," ---","Another, unwanted, breakpoint is created while holding ctrl + B","2018-06-13 10:25:03"," --"," ---",1294139,,,
1391586,,"DevTools","Debugger","nobody","NEW"," ---","Ability to break on endless content JS loops, detect content JS endless loops","2018-06-13 10:25:03"," --"," ---",,,,
1392277,,"DevTools","Debugger","nobody","NEW"," ---","File location is not always revealed in the Tree menu","2018-06-13 10:25:03"," --"," ---",1294139,,,
1394478,,"DevTools","Debugger","nobody","NEW"," ---","debugger can show wrong script source","2018-06-13 10:25:03"," --"," ---",1262699,,,
1396523,,"DevTools","Debugger","nobody","NEW"," ---","Source file doesn't gain focus after being selected from the list view dropdown","2018-06-13 10:25:03"," --"," ---",1294139,,,
1396841,,"DevTools","Debugger","nobody","NEW"," ---","Some breakpoints remain disabled after choosing the ""Enable Breakpoints"" option from the breakpoints pane","2018-06-13 10:25:03"," --"," ---",1294139,,,
1397697,,"DevTools","Debugger","nobody","NEW"," ---","Methods tooltip panel is dismissed while scrolling inside of it","2018-06-13 10:25:03"," --"," ---",1294139,,,
1398064,,"DevTools","Debugger","nobody","NEW"," ---","Toolbar buttons are not visible while using High Contrast #1 and High Contrast Black themes","2018-06-13 10:25:03"," --"," ---",1294139,,,
1400859,,"DevTools","Debugger","nobody","NEW"," ---","[sourcemaps] When using sourcemaps defined in eval-ed scripts, breakpoints do not work","2018-06-13 10:25:03"," --"," ---",1339970,,,
1403760,,"DevTools","Debugger","nobody","NEW"," ---","Small breakpoint code health improvements","2019-03-21 06:24:59"," --"," ---",,,,
1403925,,"DevTools","Debugger","nobody","NEW"," ---","Breakpoints context menu is not using localized accesskeys","2018-06-13 10:25:03"," --"," ---",,,,"nightly-community"
1411888,,"DevTools","Debugger","nobody","NEW"," ---","Add telemetry to track debugger update time on page reload","2018-06-13 10:25:03"," --"," ---","1405581, 1446576",1405585,,
1414179,,"DevTools","Debugger","nobody","NEW"," ---","Ability to debug a poor performanced page","2018-06-13 10:25:03"," --"," ---",,,,
1421907,,"DevTools","Debugger","nobody","NEW"," ---","Welcome message text is garbled if shortcut placeholder is in the middle of a string (localized builds)","2018-06-13 10:25:03"," --"," ---",,,,
1427530,,"DevTools","Debugger","nobody","NEW"," ---","breakpoints (and watch expressions) in debugger persist, survive closed private windows and 'Clear recent history' calls","2018-06-13 10:25:03"," --"," ---",,,,
1427536,,"DevTools","Debugger","nobody","NEW"," ---","Keyboard shortcut on about:devtools to open developer tools doesn't use localization","2018-06-13 10:25:03"," --"," ---",,1361080,,
1429856,,"DevTools","Debugger","nobody","NEW"," ---","[Meta] Telemetry instrumentation for Debugger","2018-06-13 10:25:03"," --"," ---","1429047, 1446576",,,"meta"
1431400,,"DevTools","Debugger","nobody","NEW"," ---","[meta] Very hard to debug gmail with the debugger","2019-03-04 20:38:01"," --"," ---",,"1494153, 1532237, 1532240, 1532244",,"meta"
1438387,,"DevTools","Debugger","nobody","NEW"," ---","Need the functionality to reload debugging temporary extension on debugger window","2018-06-13 10:25:03"," --"," ---",,,,
1446127,,"DevTools","Debugger","nobody","NEW"," ---","Show debugger sourcemaps in the browser toolbox","2018-06-13 10:25:03"," --"," ---",,,,
1447123,,"DevTools","Debugger","nobody","NEW"," ---","DevTools Debugger incorrectly thinks all foo.cgi?XYZ urls are the same script (for different XYZ)","2018-06-13 10:25:03"," --"," ---",,,,
1448104,,"DevTools","Debugger","nobody","NEW"," ---","scope lose its state in steps of debugger","2018-06-13 10:25:03"," --"," ---",,,,
1452196,,"DevTools","Debugger","nobody","NEW"," ---","Debugger broken with wasm, lots of errors in browser console","2018-06-13 10:25:03"," --"," ---",,,,
1454990,,"DevTools","Debugger","nobody","NEW"," ---","[BinAST] Support BinAST in devtools","2019-03-28 06:06:20"," --"," ---",,1451344,,
1458445,,"DevTools","Debugger","nobody","NEW"," ---","Consider specific AudioWorkletNode DevTools support","2018-08-01 13:44:07"," --"," ---",1473176,1062849,,
1461897,,"DevTools","Debugger","nobody","NEW"," ---","Can we remove 'innermost' query for Debugger.findScripts?","2018-06-13 10:25:03"," --"," ---",,,,
1468603,,"DevTools","Debugger","nobody","NEW"," ---"," --jsdebugger does not halt on ""debugger;"" statements in content frame scripts","2019-05-02 05:54:23"," --"," ---",,,,
1470768,,"DevTools","Debugger","nobody","NEW"," ---","SourceUrl comment for generated js code does not work","2019-05-02 05:33:36"," --"," ---",1339970,,,
1500221,"dbg-pretty-print","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger Pretty Printing","2019-03-04 06:11:29"," --"," ---",1070862,"1224654, 1500222, 1532244",,"meta"
1500222,"dbg-pretty-print-m1","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger Pretty Printing M1","2019-05-03 02:20:48"," --"," ---",1500221,"1172931, 1265327, 1394998, 1532240, 1532295, 1532298",,"meta"
1505392,"node-dx","DevTools","Debugger","nobody","NEW"," ---","[meta] improve developer experience","2019-05-03 02:17:48"," --"," ---",,"1313542, 1496341, 1507937, 1518262, 1521864, 1529640, 1530415, 1532809, 1535023, 1535108, 1535113, 1540291, 1543406",,"meta"
1512433,,"DevTools","Debugger","nobody","NEW"," ---","[meta] Simplify the debugger server","2019-03-06 13:57:23"," --"," ---",1402832,"1512437, 1513655, 1517514, 1522663, 1522670, 1527612, 1532779, 1533160",,"meta"
1517623,"dbg-sources","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger Sources","2019-05-05 11:15:50"," --"," ---",,"865289, 1027072, 1438150, 1447244, 1486483, 1503422, 1517167, 1517625, 1517626, 1518884, 1518961, 1519855, 1520623, 1523421, 1524374, 1526033, 1530699, 1531826, 1532362, 1532839, 1538397, 1539066, 1544203",,"meta"
1518305,"dbg-scopes","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger Scopes","2019-05-03 17:38:33"," --"," ---",,"1414683, 1432885, 1448166, 1518308, 1528861",,"meta"
1520698,"dbg-windowless","DevTools","Debugger","nobody","NEW"," ---","[meta] Windowless Worker Debugging M1","2019-05-03 02:34:17"," --"," ---",1003097,"1241958, 1522244, 1522246, 1527203, 1529427, 1530554, 1532180, 1533202, 1533417, 1533418, 1534772, 1534818, 1535071, 1537657, 1537988, 1538691, 1538774, 1538781, 1544976, 1546603",,"meta"
1522540,"dbg-perf-q1","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger Performance Q1","2019-05-03 17:41:15"," --"," ---",1122748,"1439369, 1515108, 1521539, 1521540, 1532162",,"meta"
