"Bug ID","Alias","Product","Component","Assignee","Status","Resolution","Summary","Changed","Priority","backlog","Blocks","Depends on","Whiteboard","Keywords"
875034,"dbg-blackbox","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger blackboxing","2018-11-08 00:06:59","P5"," ---",917072,"877682, 877686, 892599, 892605, 895270, 895272, 895543, 895565, 898059, 898063, 899877, 901030, 901142, 901169, 901712, 901733, 903217, 905046, 905136, 905263, 905450, 905859, 905863, 905978, 923802, 924238, 933744, 952648, 967156, 1032379, 1092863, 1108042, 1111012, 1118152, 1208131, 1327720",,"meta"
894997,,"DevTools","Debugger","nobody","NEW"," ---","Make it possible to create/edit sources in the debugger","2019-05-03 17:42:30","P5"," ---","888161, 1074592","771339, 825039",,
897594,,"DevTools","Debugger","nobody","NEW"," ---","Reduce number of sourcemap lookups when setting breakpoints","2018-06-13 10:25:03","P5"," ---",771597,1314057,,
899054,"dbg-addon","DevTools","Debugger","nobody","NEW"," ---","[meta] Add-on debugging","2018-11-11 13:10:54","P5"," ---",,"898229, 898559, 899052, 911098, 953414, 986108, 986586, 986755, 986838, 986853, 987890, 988661, 990074, 990256, 990258, 991179, 991347, 991762, 992244, 993029, 993533, 1003252, 1005193, 1006102, 1007428, 1007732, 1011760, 1015545, 1016046, 1027047, 1060093, 1065952, 1075104, 1075172, 1075185, 1076796, 1092270, 1106689, 1112293, 1116113, 1116163, 1116276, 1122144, 1191802, 1208590, 1211665, 1233407, 1261857, 1265636, 1283363",,"meta"
904716,,"DevTools","Debugger","nobody","NEW"," ---","Updates needed for debugger docs","2019-05-06 05:47:54","P5"," ---",,,"[debugger-docs-needed]",
905863,,"DevTools","Debugger","nobody","NEW"," ---","Implement a blackbox source map directive","2018-06-13 10:25:03","P5"," ---","771597, 875034",,,
910696,,"DevTools","Debugger","nobody","NEW"," ---","Further expand the variables view when appropriate","2019-05-03 17:42:06","P5"," ---",1074592,,,
918715,,"DevTools","Debugger","nobody","NEW"," ---","Highlight event listener targets","2019-05-03 17:43:02","P5"," ---",1074592,"800857, 916443",,
925269,,"DevTools","Debugger","nobody","NEW"," ---","Enable/disable individual debugger statements","2019-01-03 12:16:48","P5"," ---","991806, 1074488",,"[btpp-backlog]",
925786,,"DevTools","Debugger","nobody","NEW"," ---","Fix value editing in closures","2019-05-06 05:48:17","P5"," ---",,,,
992268,,"DevTools","Debugger","nobody","NEW"," ---","Manually define sourcemap paths","2018-12-07 19:19:07","P5"," ---","771597, 980430",,,
1000317,,"DevTools","Debugger","nobody","NEW"," ---","UI for attempts to use variables that are optimized away","2019-05-03 17:42:16","P5"," ---",1074592,,"[polish-backlog]",
1017938,,"DevTools","Debugger","nobody","NEW"," ---","Implement a button to toggle sourcemaps in the toolbar","2018-06-13 10:25:03","P5"," ---",771597,,,
1037992,,"DevTools","Debugger","nobody","NEW"," ---","[meta] Refactor the script actors to use protocol.js","2018-06-13 10:25:03","P5"," ---","1074538, 1289193","1207702, 1235370, 1235371, 1235374, 1235375, 1239008, 1250896, 1256397, 1450284",,"meta"
1064573,,"DevTools","Debugger","nobody","NEW"," ---","Ignore all breakpoints at given location","2019-02-28 08:42:42","P5"," ---","1074488, 1142562",,"[Shumway]",
1070862,"dbg-prettyprint","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger pretty printing","2019-05-02 12:52:02","P5"," ---",,"918821, 938203, 952127, 952612, 965141, 980022, 1006524, 1006785, 1010150, 1045237, 1068381, 1112348, 1112435, 1138471, 1147750, 1172931, 1175911, 1191191, 1214524, 1224654, 1224981, 1235247, 1242729, 1249022, 1261971, 1262761, 1262803, 1326667, 1326926, 1326947, 1327985, 1327986, 1383704, 1494153, 1500221, 1508118, 1536196, 1538971, 1540204, 1548662",,"meta"
1122748,"dbg-perf","DevTools","Debugger","nobody","NEW"," ---","[meta] Debugger Performance","2019-05-03 17:38:41","P5"," ---",1378418,"1122157, 1122734, 1288493, 1385430, 1419352, 1436022, 1439369, 1513095, 1515108, 1518291, 1521539, 1521540, 1522540, 1525256, 1527488, 1528861, 1534342, 1535246, 1536111, 1536201, 1536649, 1537779, 1539195, 1544957, 1545594, 1546528, 1547115",,"meta"
1191558,,"DevTools","Debugger","nobody","NEW"," ---","TabSources.prototype.fetchSourceMap taking ~900ms","2018-06-13 10:25:03","P5"," ---","771597, 1084534",1314057,,
1232083,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent browser_dbg_search-global-01.js | There should be matches found in two sources. - Got 1, expected 2, | uncaught exception - TypeError: item1","2018-06-13 10:25:03","P5"," ---",984139,,,"intermittent-failure"
1245819,,"DevTools","Debugger","nobody","NEW"," ---","Breakpoint doesn't work in Browser Toolbox","2019-02-26 02:58:44","P5"," ---",1070868,,,
1254658,,"DevTools","Debugger","nobody","NEW"," ---","Inline variable preview while paused","2019-05-03 17:42:40","P5"," ---",1074592,,,
1280315,,"DevTools","Debugger","nobody","NEW"," ---","Feature request: auto-pilot ""Step until"" feature","2019-05-06 05:51:35","P5"," ---",,,,
1282269,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/framework/test/browser_browser_toolbox_debugger.js | application timed out after 330/370 seconds with no output","2018-08-27 00:42:53","P5"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1299560,,"DevTools","Debugger","nobody","NEW"," ---","Event Tabs of Watch expression from the  Debugger panel is missing padding to the right","2018-06-13 10:25:03","P5"," ---",,,,
1316954,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-sources.js | undefined assertion name - Got 6, expected 7","2018-06-13 10:25:03","P5"," ---",1316413,,"[stockwell unknown]","intermittent-failure"
1326630,,"DevTools","Debugger","nobody","NEW"," ---","Events in debugger's sidebar aren't highlighted when I click checkbox","2018-06-13 10:25:03","P5"," ---",1184644,,,
1326667,,"DevTools","Debugger","nobody","NEW"," ---","Debugger can't prettify some built-in scripts and scripts in extensions","2018-06-13 10:25:03","P5"," ---",1070862,,,
1326774,,"DevTools","Debugger","nobody","NEW"," ---","Conditional breakpoint displays error unrelated to the condition itself when I change it","2019-05-06 05:49:48","P5"," ---",,,,
1340518,,"DevTools","Debugger","nobody","NEW"," ---","Pausing JS stops in blackboxed sources","2018-06-13 10:25:03","P5"," ---",,,,
1359535,,"DevTools","Debugger","nobody","NEW"," ---","Debugging xml files indicates current line is one or two lines from where it actually is","2019-04-25 04:40:46","P5"," ---",,,,"regression"
1380677,,"DevTools","Debugger","nobody","NEW"," ---","Make Wasm debugger follow ""all operations have a visible effect"" paradigm with an Autos window?","2019-04-18 08:19:44","P5"," ---",,,,
1393299,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-search-project.js | undefined assertion name - Got project, expected null","2018-06-13 10:25:03","P5"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1399064,,"DevTools","Debugger","nobody","NEW"," ---","Cleanup duplicated logic to set contentType of debugger eval code","2019-05-06 05:48:54","P5"," ---",1398210,,,
1405283,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-asm.js | Test timed out -","2018-06-13 10:25:03","P5"," ---",1381405,,,"intermittent-failure"
1408274,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-reload.js | undefined assertion name - Got 2, expected 6","2018-06-13 10:25:03","P5"," ---",1381405,,,"intermittent-failure"
1409122,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-wasm-sourcemaps.js | A promise chain failed to handle a rejection: Debugger.Frame is not live - stack: step@resource://devtools/shared/base-loader.js -> resource://devtools/client/debu","2018-06-13 10:25:03","P5"," ---",1381405,,"[stockwell unknown]","intermittent-failure"
1414587,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-search-file.js | Test timed out -","2018-06-13 10:25:03","P5"," ---",1381405,,"[stockwell unknown]","intermittent-failure"
1438778,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-quick-open.js | Test timed out -","2019-03-03 22:24:40","P5"," ---",956376,,"[stockwell fixed:other]","intermittent-failure"
1446760,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-stepping.js | Test timed out -","2019-04-07 23:32:16","P5"," ---",,1470999,"[stockwell disabled]","intermittent-failure, leave-open"
1447118,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-sourcemaps-bogus.js | Test timed out -","2019-03-03 22:39:05","P5"," ---",,,"[stockwell disabled][stockwell needswork]","intermittent-failure, leave-open"
1448450,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-babel-preview.js | Test timed out -","2018-06-13 10:25:03","P5"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1453549,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-babel-breakpoint-console.js | This test exceeded the timeout threshold. It should be rewritten or split up. If that's not possible, use requestLongerTimeout(N), but only as a last resort","2018-06-13 10:25:03","P5"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1455225,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_sources-iframe-reload.js | A promise chain failed to handle a rejection: No such actor for ID: server1.conn0.child1/source25","2018-12-02 22:32:03","P5"," ---",,,"[stockwell disabled] [stockwell needswork]","intermittent-failure, leave-open"
1465683,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_search-symbols.js | The correct label (anonymousExpression) is currently selected. - Got arrow(), expected anonymousExpression()","2018-09-17 00:34:06","P5"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1468669,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_server-conditional-bp-01.js | A promise chain failed to handle a rejection: No such actor for ID: server1.conn0.child1/source43 - stack: promiseMiddleware/</</</</<@resource://devtools/","2018-10-29 00:04:18","P5"," ---",,,"[stockwell disabled]","intermittent-failure, leave-open"
1482535,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent TEST-UNEXPECTED-TIMEOUT | devtools/client/debugger/new/test/mochitest/browser_dbg_rr_record.js | application timed out after 370 seconds with no output","2018-08-13 16:23:25","P5"," ---",1465491,,,"intermittent-failure"
1482684,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent TEST-UNEXPECTED-TIMEOUT | devtools/client/debugger/new/test/mochitest/browser_dbg_rr_replay-03.js | application timed out after 370 seconds with no output","2019-03-17 23:27:15","P5"," ---",1465491,,,"intermittent-failure"
1482687,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent TEST-UNEXPECTED-TIMEOUT | devtools/client/debugger/new/test/mochitest/browser_dbg_rr_replay-02.js | application timed out after 370 seconds with no output","2018-08-13 16:25:57","P5"," ---",1465491,,,"intermittent-failure"
1483398,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/webreplay/mochitest/browser_dbg_rr_replay-02.js | Test timed out -","2019-04-07 23:41:06","P5"," ---",1465491,,"[stockwell unknown]","intermittent-failure"
1486974,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg_worker-window.js | Test timed out -","2018-11-19 09:21:19","P5"," ---",,,"[retriggered][stockwell disabled]","intermittent-failure, leave-open"
1492699,,"DevTools","Debugger","nobody","NEW"," ---","Use Debugger#findSources in devtools/server/actors/promises.js","2018-09-19 20:50:49","P5"," ---",,,,
1530192,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/shared/test/browser_dbg_worker-console-02.js | command3 executed successfully -","2019-05-05 23:11:41","P5"," ---",,,,"intermittent-failure, regression"
1533185,,"DevTools","Debugger","nobody","NEW"," ---","case statement identifier locations have a column position of 0","2019-03-06 15:27:48","P5"," ---",1429101,,,
1537968,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-react-app.js | Uncaught exception - failed to preview","2019-04-28 23:24:27","P5"," ---",,,,"intermittent-failure, regression"
1538507,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-navigation.js | A promise chain failed to handle a rejection: Error: Parser: source sourceURL-http://example.com/browser/devtools/client/debugger/new/test/.- stack: (No stack available.)","2019-05-05 23:37:09","P5"," ---",,,,"intermittent-failure, regression"
1538714,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-debug-line.js | A promise chain failed to handle a rejection: [Exception... ""Component not initialized""  nsresult: ""0xc1f30001 (NS_ERROR_NOT_INITIALIZED)""  location: ""JS frame :: resourc","2019-05-05 23:25:38","P5"," ---",,,,"intermittent-failure, regression"
1539364,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-html-breakpoints.js | Test timed out -","2019-04-21 23:42:40","P5"," ---",,,,"intermittent-failure, regression"
1542563,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-audiocontext.js | Test timed out -","2019-04-28 23:05:42","P5"," ---",,,,"intermittent-failure, regression"
1543596,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-windowless-workers-early-breakpoint.js | Uncaught exception - at resource://devtools/client/debugger/new/src/utils/source-maps.js:92 - TypeError: mappedLocation is undefined","2019-04-14 23:35:51","P5"," ---",,,,"intermittent-failure, regression"
1544184,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg-sourcemaps3.js | Test timed out -","2019-04-21 23:17:24","P5"," ---",,,,"intermittent-failure, regression"
1544263,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/new/test/mochitest/browser_dbg-sourcemapped-scopes.js | Test timed out -","2019-04-21 23:11:21","P5"," ---",,,,"intermittent-failure, regression"
1544408,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent browser_dbg-navigation.js | A promise chain failed to handle a rejection: 'setBreakpoint' pending request packet to 'server1.conn47.child1/context18' can't be sent as the connection just closed. - stack: (No stack available.)","2019-05-05 23:12:22","P5"," ---",,,,"intermittent-failure, regression"
1545690,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg-worker-scopes.js | A promise chain failed to handle a rejection: 'attach' active request packet to 'server1.conn9.child1/workerTarget23/context1' can't be sent","2019-04-28 23:11:00","P5"," ---",,,,"intermittent-failure, regression"
1546109,,"DevTools","Debugger","nobody","NEW"," ---","Replace references to generatedLocation in the server","2019-04-25 08:01:19","P5"," ---",1074538,,,"good-first-bug"
1546152,,"DevTools","Debugger","nobody","NEW"," ---","It would be great if it were explore the available mochitests","2019-04-25 08:01:26","P5"," ---",1535113,,,
1547151,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg-navigation.js | Test timed out -","2019-04-28 23:34:43","P5"," ---",,,,"intermittent-failure, regression"
1547406,,"DevTools","Debugger","nobody","NEW"," ---","Intermittent devtools/client/debugger/test/mochitest/browser_dbg-sourcemapped-toggle.js | Uncaught exception - failed to preview","2019-05-05 23:15:45","P5"," ---",,,,"intermittent-failure, regression"
1414315,,"DevTools","Debugger","jimb","NEW"," ---","Developer tools in private browsing uses accounts from non-private window","2018-06-13 10:25:03"," --"," ---",,,,
1540314,,"DevTools","Debugger","jimb","NEW"," ---","Creating two Promises in the same test throws exception.","2019-05-02 15:29:14"," --"," ---",1542525,,"[geckoview:fenix:m4]",
918788,,"DevTools","Debugger","nobody","NEW"," ---","Add ""Break on CSS change""","2018-06-13 10:25:03"," --"," ---",,,,
958752,,"DevTools","Debugger","nobody","NEW"," ---","Breakpoints don't trigger when closing/reopening panel","2019-04-22 11:30:28"," --"," ---",1074182,,"[chrome-debug]",
973879,,"DevTools","Debugger","nobody","NEW"," ---","Sources don't update after being edited when reloading an iframe","2018-10-05 03:49:16"," --"," ---","893669, 973873","905700, 1124258",,
981976,,"DevTools","Debugger","nobody","NEW"," ---","Get rid of line limit in debugger","2018-06-13 10:25:03"," --"," ---",,,"[polish-backlog]",
982539,,"DevTools","Debugger","nobody","NEW"," ---","Debugger.Script should not use document fragment from URL","2018-06-13 10:25:03"," --"," ---",1074538,,"[firebug-p1]",
986586,,"DevTools","Debugger","nobody","NEW"," ---","Do something sane when stepping into code into global not shown in the add-on debugger","2018-06-13 10:25:03"," --"," ---",899054,,,
1001477,,"DevTools","Debugger","nobody","NEW"," ---","Write tests for isSafeJSObject","2018-06-13 10:25:03"," --"," ---",1114553,,,
1003097,"dbg-worker","DevTools","Debugger","nobody","NEW"," ---","[meta] Worker debugging","2019-05-03 02:30:52"," --"," ---","1061265, 1164832, 1212468","757133, 1003095, 1035206, 1047663, 1092102, 1119490, 1152856, 1160199, 1164077, 1164564, 1168853, 1169343, 1171967, 1175550, 1178726, 1192896, 1209640, 1227639, 1241961, 1241963, 1241964, 1241965, 1247192, 1252818, 1260239, 1280737, 1283587, 1520698, 1523262, 1528977, 1529163, 1536893, 1538345, 1545650, 1546603","[status:inflight][DevRel:P1][games:p1][platform-rel-Games]","DevAdvocacy, meta"
1006102,,"DevTools","Debugger","nobody","NEW"," ---","Log error messages from add-on scripts to the add-on console","2019-02-27 01:00:29"," --"," ---","899054, 1226743",1302702,,
1010288,,"DevTools","Debugger","nobody","NEW"," ---","Searching in all files in the debugger should happen on the server side","2018-06-13 10:25:03"," --"," ---",1074538,,,
1013379,,"DevTools","Debugger","nobody","NEW"," ---","Automatically allow remote debugger connections for Browser Toolbox","2018-06-13 10:25:03"," --"," ---","956871, 1070868, 1090423, 1092821, 1182254",,,
1014940,,"DevTools","Debugger","nobody","NEW"," ---","Proxying some URLs for fixing code.","2018-09-21 00:54:38"," --"," ---",1493094,,,
1015545,,"DevTools","Debugger","nobody","NEW"," ---","Add-on debugger does strange things to panels","2018-06-13 10:25:03"," --"," ---",899054,,,
1016046,,"DevTools","Debugger","nobody","NEW"," ---","Debugging content scripts is confusing","2018-06-13 10:25:03"," --"," ---",899054,,,
1016561,,"DevTools","Debugger","nobody","NEW"," ---","Breakpoint in blur event handler causes Firefox to hang","2018-10-05 03:49:09"," --"," ---",1114573,,,
1016969,,"DevTools","Debugger","nobody","NEW"," ---","Breakpoint in focus event handler causes Firefox to hang","2018-06-13 10:25:03"," --"," ---",1114573,,,
1017285,,"DevTools","Debugger","nobody","NEW"," ---","Custom data visualisation","2018-06-13 10:25:03"," --"," ---","980430, 1074503, 1095055, 1142562",,"[Shumway]",
1019930,,"DevTools","Debugger","nobody","NEW"," ---","Invalid punycode in the debugger","2018-06-13 10:25:03"," --"," ---",237820,,,
1021373,,"DevTools","Debugger","nobody","NEW"," ---","Debugger breaks in CSS code on jsbin","2018-06-13 10:25:03"," --"," ---",,865313,,
1027047,,"DevTools","Debugger","nobody","NEW"," ---","Debugging an add-on causes: ""ReferenceError: DevtoolsUtils is not defined""","2018-06-13 10:25:03"," --"," ---",899054,,"[chrome-debug]",
1036866,,"DevTools","Debugger","nobody","NEW"," ---","JSF postback causes wrong debugger window content","2018-06-13 10:25:03"," --"," ---",,,,
1040314,,"DevTools","Debugger","nobody","NEW"," ---","Script files not showing in the debugger","2018-09-05 15:06:35"," --"," ---",,,,
1045594,,"DevTools","Debugger","nobody","NEW"," ---","Need better UX for multiple sources with same base name","2018-10-05 03:50:18"," --"," ---",,,"[polish-backlog]",
1049253,,"DevTools","Debugger","nobody","NEW"," ---","Chrome debugging causes: ""TypeError: this[argument.type] is not a function""","2018-10-05 03:49:58"," --"," ---",1070868,,,
1052072,,"DevTools","Debugger","nobody","NEW"," ---","Pause on exceptions not working with reload","2018-06-13 10:25:03"," --"," ---",1070885,,,
1054055,,"DevTools","Debugger","nobody","NEW"," ---","Make ""ignore caught exceptions work"" with C++ exceptions","2018-06-13 10:25:03"," --"," ---",1070885,,,
1064147,,"DevTools","Debugger","nobody","NEW"," ---","Debugger shows wrong current line in toolkit/components/places/UnifiedComplete.js","2018-06-13 10:25:03"," --"," ---",,,,
1071705,,"DevTools","Debugger","nobody","NEW"," ---","RDP docs should describe ""one notification until refreshed"" pattern","2018-06-13 10:25:03"," --"," ---",,,,
1074448,"dbg-pause","DevTools","Debugger","nobody","NEW"," ---","[meta] Run to completion bugs","2019-05-02 05:30:58"," --"," ---",,"801304, 903183, 912337, 977972, 994092, 1039795, 1044074, 1051676, 1124122, 1145201, 1157861, 1172931, 1178721, 1198734, 1219229, 1222758, 1225925, 1262654, 1272558, 1279541, 1280320, 1312592, 1426467, 1513720, 1513727, 1515302, 1515778, 1518316, 1523661",,"meta"
1082612,,"DevTools","Debugger","nobody","NEW"," ---","Debugger hangs when stepping quickly through source while watching variables","2018-10-05 03:49:44"," --"," ---",,,,
1088258,,"DevTools","Debugger","nobody","NEW"," ---","Debugger / events sidebar usability problems","2019-05-03 17:42:38"," --"," ---",1074592,,,
1092863,,"DevTools","Debugger","nobody","NEW"," ---","Blackboxed sources do not persist across toolbox close/reopen","2018-09-05 15:04:55"," --"," ---",875034,,,
1093535,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] nsIRequest.suspend throws NS_ERROR_NOT_AVAILABLE when running debugger tests with e10s enabled","2018-06-13 10:25:03"," --"," ---","875871, 1090929, 1103841, 1254613",1260527,,
1094194,,"DevTools","Debugger","nobody","NEW"," ---","Add an option for console.table or console printing variables/expressions in the debugger","2019-05-03 17:42:51"," --"," ---",1074592,,,
1097089,,"DevTools","Debugger","nobody","NEW"," ---","Should auto-blackbox interposing code","2018-06-13 10:25:03"," --"," ---",,,,
1097141,,"DevTools","Debugger","nobody","NEW"," ---","Various things that take a breakpoint/location should make a copy, rather than take ownership","2018-06-13 10:25:03"," --"," ---",1074538,,,
1097866,,"DevTools","Debugger","nobody","NEW"," ---","Inline event handler scripts won't have a URL after bug 905700","2018-06-13 10:25:03"," --"," ---",,,,
1103839,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] Enable the debugger tests for e10s debug builds","2018-06-13 10:25:03"," --"," ---","875871, 984139","1073352, 1242986","[e10s-m8]",
1103841,,"DevTools","Debugger","nobody","NEW"," ---","[e10s] Enable the remaining debugger tests for e10s opt builds","2018-06-13 10:25:03"," --"," ---",984139,"1029545, 1093535","[e10s-m8]",
1104838,,"DevTools","Debugger","nobody","NEW"," ---","Fix test_breakpoint-19.js to test breakpoints on non-existent sources","2018-06-13 10:25:03"," --"," ---",1114553,,,
1106689,,"DevTools","Debugger","nobody","NEW"," ---","Error loading XHR addon source","2018-06-13 10:25:03"," --"," ---",899054,,,
1106706,,"DevTools","Debugger","nobody","NEW"," ---","Implement jump to introduction site for eval scripts","2018-06-13 10:25:03"," --"," ---",,961325,,
1108681,,"DevTools","Debugger","nobody","NEW"," ---","Searching in inspector panel changes number of files in debugger panel","2018-06-13 10:25:03"," --"," ---",,,,
1110276,,"DevTools","Debugger","nobody","NEW"," ---","Monitor/log/trace Events","2019-04-20 04:37:59"," --"," ---","1114573, 1493094, 1526079",981514,,
1112293,,"DevTools","Debugger","nobody","NEW"," ---","Need a notification event when the Browser Toolbox is initiated","2018-06-13 10:25:03"," --"," ---","899054, 1092270",,,
1113046,,"DevTools","Debugger","nobody","NEW"," ---","Opening the debugger causes websockets to be closed","2018-06-13 10:25:03"," --"," ---",,,,
1114749,,"DevTools","Debugger","nobody","NEW"," ---","Text color of placeholders for empty tab panels in debugger are black in dark theme on Windows","2018-06-13 10:25:03"," --"," ---",,,,
1116163,,"DevTools","Debugger","nobody","NEW"," ---","In add-on debugger, give access to require function to load sdk module","2018-06-13 10:25:03"," --"," ---",899054,,,
1117212,,"DevTools","Debugger","nobody","NEW"," ---","Remove code handling "" -> "" from debugger frontend","2018-06-13 10:25:03"," --"," ---",,,,
1117940,,"DevTools","Debugger","nobody","NEW"," ---","debugger statement in the eval'ed scripts does not work on page reload","2018-06-13 10:25:03"," --"," ---",875871,,,
1118152,,"DevTools","Debugger","nobody","NEW"," ---","Enable/disable blackbox of source groups by context menu?","2018-06-13 10:25:03"," --"," ---",875034,,,
1120784,,"DevTools","Debugger","nobody","NEW"," ---","Page navigation in debugger seems pretty broken","2018-06-13 10:25:03"," --"," ---","1074538, 1084626",,,
1122077,,"DevTools","Debugger","nobody","NEW"," ---","Changes in source file not visible in debugger on reload","2018-06-13 10:25:03"," --"," ---",,,,
1122151,,"DevTools","Debugger","nobody","NEW"," ---","Browser unresponsive when browser toolbox is open, but browser toolbox's debugger isn't paused","2018-06-13 10:25:03"," --"," ---",,,,
1122155,,"DevTools","Debugger","nobody","NEW"," ---","debugger pauses ""debugger;"" statement, but no callstack, variables view is empty","2018-06-13 10:25:03"," --"," ---",,,,
1122222,,"DevTools","Debugger","nobody","NEW"," ---","Allow to debug scripts injected via document.write","2018-06-13 10:25:03"," --"," ---",865313,,,
1122733,,"DevTools","Debugger","nobody","NEW"," ---","The location of the selected blackboxed source is not readable","2018-10-05 03:50:02"," --"," ---",,,"[polish-backlog][difficulty=easy]",
1124122,,"DevTools","Debugger","nobody","NEW"," ---","Event suppression doesn't seem to work with postMessage","2019-05-03 17:40:51"," --"," ---","1074448, 1249435, 1523661",,"[devtools-platform]",
1124727,,"DevTools","Debugger","nobody","NEW"," ---","Browser Toolbox: Debugger source pane flickers","2018-06-13 10:25:03"," --"," ---",,,,
1126273,,"DevTools","Debugger","nobody","NEW"," ---","Add-on debugger doesn't pick up frame-script loaded by add-on","2018-09-05 15:05:03"," --"," ---",,,,
1129546,,"DevTools","Debugger","nobody","NEW"," ---","Add ability to copy a call stack from the DevTools debugger","2018-09-05 15:04:18"," --"," ---",,,"[polish-backlog]",
1131046,,"DevTools","Debugger","nobody","NEW"," ---","Browser debugger shows wrong source for nsHelperAppDlg.js","2018-06-13 10:25:03"," --"," ---",1070868,,,
1131178,,"DevTools","Debugger","nobody","NEW"," ---","variable values are not updated in source view","2018-10-05 03:50:29"," --"," ---",,,,
1133509,,"DevTools","Debugger","nobody","NEW"," ---","For scripts that are introduced by a HTML page, introductionURL should be the URL of the page.","2018-06-13 10:25:03"," --"," ---",,,,
1134798,,"DevTools","Debugger","nobody","NEW"," ---","Correct line isn't jumped to when clicking the line for a pretty printed source","2018-10-05 03:50:11"," --"," ---",1153412,,,
1136108,,"DevTools","Debugger","nobody","NEW"," ---","Searching with cmd-f in browser.js produces exception: TypeError: this[aNode.init.type] is not a function","2018-06-13 10:25:03"," --"," ---",,,,
1136353,,"DevTools","Debugger","nobody","NEW"," ---","debugger statement in XBL constructor does not trigger","2018-06-13 10:25:03"," --"," ---",,,,
1138796,,"DevTools","Debugger","nobody","NEW"," ---","ASSERTION: Double-freezing?: '!IsFrozen()', file /dom/base/nsGlobalWindow.h, line 1338","2018-06-13 10:25:03"," --"," ---",,,,"assertion"
1139394,,"DevTools","Debugger","nobody","NEW"," ---","Debugger breaks on invisible breakpoints","2018-06-13 10:25:03"," --"," ---",,,,
1139440,,"DevTools","Debugger","nobody","NEW"," ---","infinite loop from parser error","2018-06-13 10:25:03"," --"," ---",,,,
1142148,,"DevTools","Debugger","nobody","NEW"," ---","Avoid using the thread pool in TabSources","2018-06-13 10:25:03"," --"," ---",,,,
